Sent,Nc-type,Nc-token,sentPrev,sentNC,sentPost,Source
7,salto cualitativo,salto cualitativo,"O Conselleiro de Economía, Emprego e Industria, Francisco Conde, destacou onte no Porriño que o acordo co Clúster del Granito e o Centro Tecnolóxico establece os criterios de calidade técnica e de promoción comercial do produto",Sinalou que supón para o sector dar un salto cualitativo que completa a adhesión realizada o ano pasado a Galicia Calidade e as iniciativas para facilitar a obtención da etiqueta ecolóxica da Unión Europea (Ecolabel) e para establecer os criterios para a recuperación das explotacións a ceo aberto,"A industria galega do granito, que aumentou a súa facturación nun 15% e as exportacións nun 9%, é a segunda potencia europea e a quinta do mundo",gl_cc-100
8,salto cualitativo,salto cualitativo,"Antes de nada destacou que ""é un orgullo formar parte deste proxecto, nun club da historia do Deportivo"".","Agradeceu ao Presidente ""a confianza que depositastes en min"", e recalcou que a súa chegada á Coruña supón ""un salto cualitativo na miña progresión"".","Lembrou que ""tiven que picar moita pedra para chegar até aquí"", á vez que explicou que a súa base é ""o traballo, o compromiso e a profesionalidade"".",gl_cc-100
9,salto cualitativo,salto cualitativo,"E por suposto, a alegría de Israel, porque isto permítelle consolidar a ocupación de Palestina, xa que hai décadas que non está en perigo a súa existencia como estado.","As novas sancións dos Estados Unidos contra Rusia e outros países, coa finalidade implícita de manter e fortalecer a hexemonía de Washington non só no eido militar, senón tamén no económico, sumado ao intervencionismo no exterior e á militarización das fronteiras de Rusia, China e Irán, son un salto cualitativo e cuantitativo na confrontación entre potencias.","A agresión, baixo o sobado argumento da democracia e da liberdade, chegou a un chanzo no que o único escenario que se albisca é a belixerancia en todos os ámbitos.",gl_cc-100
10,salto cualitativo,salto cualitativo,Formación específica en habilidades pedagóxicas e utilización de novas tecnoloxías.,"Malia os avances producidos nos últimos anos, é necesario dar un salto cualitativo neste ámbeto.",Nas tres universidades galegas están constituidos os Comités de Seguridade e Saude; a USC e a Universidade de Vigo teñen Servicio de Prevención propio pero desigualmente desenvolvidos.,gl_cc-100
11,salto cualitativo,salto cualitativo,"Entre as súas principais vantaxes atópase o seu carácter non invasivo, que evita ao paciente a ciruxía ou a intervención para a análise, así como a rapidez nos resultados, dispoñibles nun periodo de dous ou tres días.","Non obstante, é a posibilidade de ofrecer un tratamento máis personalizado o que supón un salto cualitativo para pacientes e oncólogos.",A biopsia líquida ofrece unha información de gran precisión que permite coñecer o estado real do tumor e determinar así o tratamento máis axeitado para cada paciente.,gl_cc-100
12,salto cualitativo,salto cualitativo,"Para iso, o plan de igualdade deberá incorporar a visión dun necesario cambio de actitudes, de comportamentos, de formas de vida e de estruturas sociais que son os que están impedindo o libre desenvolvemento dun sistema de convivencia entre mulleres e homes baseado na liberdade, na xustiza e na igualdade.","Pero estes cambios que haberán de afectarlle á cidadanía do Grove serán impulsados desde o referente que o propio Concello lle ofertará ao público; a elaboración e posterior execución do I Plan de igualdade entre mulleres e homes do Grove significará a realización dun salto cualitativo na xestión política municipal, e intentando romper coa xestión política por compartimentos estancos a través dunha visión estratéxica no seu conxunto.","Esta nova perspectiva significa integrar a óptica da igualdade en todas as políticas de intervención municipal e a promoción da participación das mulleres en todas as esferas da vida social e especialmente na economía produtiva, facéndoas axentes copartícipes da toma de decisións, xa que sen a participación activa das mulleres e a incorporación dos seus puntos de vista a todos os niveis da toma de decisións non será realidade o obxectivo de igualdade.",gl_cc-100
13,salto cualitativo,salto cualitativo,"Non esperabamos ser detidas por canto as nosas actividades, a nosa militancia, eran públicas e legais.","Ainda sabendo que vivimos nun estado con graves déficites democráticos e en ofensiva fascistoide contra os pobos e as clases populares, sendo sinceras, non aguardábamos esta escalada represiva que supuxo un salto cualitativo nas actuacións do Ministerio de Interior contra o independentismo no noso país.","Un ano máis tarde, penso que nos reafirmou nas posicións políticas e ideolóxicas polas que fomos detidas e estamos agora procesadas.",gl_cc-100
14,salto cualitativo,salto cualitativo,@anovagal fai un chamamento ás forzas democráticas para demandar a liberación dos presidentes de ANC e Ómnium Cultural,"Anova considera que a orde de prisión ditada contra os presidentes da Assemblea Nacional Catalana (ANC) e de Ómnium Cultural, supón “un salto cualitativo na vía represiva e autoritaria coa que o Goberno español está a abordar o proceso catalán e a vontade soberana do pobo a decidir o seu futuro”.",Anova realiza un chamamento ás forzas democráticas a mobilizarse para demandar a excarcelanción dos presidentes da Assemblea Nacional Catalana (ANC) e de Òmnium Cultural.,gl_cc-100
15,salto cualitativo,salto cualitativo,"Doutra banda, supón para EHNE-Bizkaia un recoñecemento importante ao seu labor por parte de Fiare.","E é un salto cualitativo para o sindicato participar no Padroado, onde imos cun plan de traballo falado coa dirección de Fiare.","Estamos nunha fase de acordo coa dirección de Fiare de divulgación do proxecto a nivel do sector, por unha banda, desde a demanda que haxa das e dos baserritarras e, doutra banda, desde a demanda das organizacións, ben sexa no ámbito das cooperativas e asociacións, ben sexa no dos grupos de consumo.",gl_cc-100
16,salto cualitativo,salto cualitativo,"En segundo lugar, o papel do PCCh no trazado do top level design que inspira a modernización da gobernanza do país e do seu sistema político.","En suma, trátase de propiciar un salto cualitativo nas dinámicas organizativas que resulte nunha posta a punto do PCCh para encarar unha das etapas máis decisivas da reforma reforzando a disciplina, pechando filas e proscribindo, entre outros, as “discusións indebidas”.","Por riba, a repartidirización do conxunto do sistema de forma que se reforce o papel do Partido sobre todos os segmentos do aparello estatal, os medios, o exército e as organizacións sociais pecha este círculo.",gl_cc-100
17,salto cualitativo,salto cualitativo,"Hai un elo condutor do prenacionalismo punxente de Curros, superando contradicións co seu ideario inicial ‘universalista’e democrático español, ao nacionalismo pleno que se manifesta en Marinhas del Valle.","Dez anos máis tarde do pasamento dun e do nacemento doutro, as Irmandades da Fala, na súa Asemblea de Lugo, celebrada os días 17 e 18 de novembro de 1918, enunciaban no devandito Manifesto o salto cualitativo no terreo ideolóxico: “Tendo a Galicia, todas as características esenciais da nacionalidade, nós nomeámonos de hoxe para sempre , nacionalistas galegos, xa que a verba ‘rexionalismo’ non recolle todas as aspiracións nin encerra toda a intensidade dos nosos problemas”.",A morte de Manuel Curros Enríquez significou a desaparición do poeta con máis lectores até aquel entón na Galiza.,gl_cc-100
18,salto cualitativo,salto cualitativo,"Outra coruñesa, Xulia Pisón, presenta o que probablemente sexa o mellor relato da antoloxía, unha historia que toma partido da brevidade imposta polo formato para reimaxinar mitoloxías populares, xogando co tempo, co lugar e tamén co xénero para crebar as expectativas do lector acomodaticio.","Se o recente ∞-1 (Alita, 2016) supuxera un importante salto cualitativo na súa traxectoria, este novo estralo de talento confírmaa coma artista con presente máis que coma promesa de futuro.","Santiago Paredes e Cristian Fojón mantéñense apegados a cadanseus imaxinarios, o primeiro sen afastarse da tradición underground norteamericana da que tamén participa o seu recente Tattoo (Demo, 2017); o segundo ofrecendo unha nova fotografía desa Galicia rural, salvaxe e irónica que atopamos nos seus traballos precedentes.",gl_cc-100
19,salto cualitativo,salto cualitativo,Ao mesmo tempo solidarizase cos e coas detidas e reclama a posta inmediata en liberdade dos que aínda permanecen na cadea.,"Ora ben, non debemos esquecer que desta vez os aparellos represivos do Estado pegaron un salto cualitativo que reviste de maior gravidade se cadra os feitos: a ocupación de locais da Central Sindical LAB, o que supón unha irrupción fascista nas dinámicas da vida sindical e autoorganizativa da clase obreira basca, e un intento de criminalización do sindicalismo nacional e de clase basco.",Non pode pasar desapercibido o novo intento do Estado español por evitar unha resolución política do conflito basco.,gl_cc-100
20,salto cualitativo,salto cualitativo,"A Consellería de Economía, Emprego e Industria, a través da Secretaria Xeral de Emprego, lidera o partenariado do proxecto europeo Laces: Laboratorios de apoio á creación de emprego e empresas de economía social que ten como obxectivo impulsar o fomento e consolidación deste sector na Eurorrexión Galicia-Norte de Portugal.",O que busca esta actuación é acadar un salto cualitativo na capacidade para xerar e fixar emprego de calidade para o que se testarán diferentes medidas de impulso ao sector.,"Neste senso, a través das actividades ou programas piloto contempladas no proxecto proponse o apoio a máis de 350 empresas e emprendedores do sector da Economía Social.",gl_cc-100
1,sociedade anónimo,sociedades anónimas,"Na actualidade, a RFEF ten censados 18.286 clubs de fútbol (2007).","Desde a entrada en vigor da Lei 10/1990, a práctica totalidade dos clubs que compiten de forma profesional en España son, en realidade, empresas, baixo a forma xurídica de sociedades anónimas deportivas, cuxa propiedade está en mans dos seus accionistas.","Só catro clubs profesionais (Athletic Club, FC Barcelona, Real Madrid e CA Osasuna) manteñen a súa estrutura orixinal, como clubs deportivos controlados directamente polos seus socios.",gl_cc-100
2,sociedade anónimo,sociedades anónimas,"Agora preséntase un adianto, xa que a partir de xaneiro comezará a introducirse a mudanza da imaxe corporativa de Ponteareas nos diferentes departamento.","← O Concello informa que a Xunta de Galicia convoca subvencións para clubs deportivos, sociedades anónimas deportivas e agrupacións deportivas",A Xunta renova a subvención de 15.000 euros da Aula CeMIT ao Concello de Ponteareas →,gl_cc-100
3,sociedade anónimo,sociedades anónimas,"Dende o 2000 ata o 2007, as persoas físicas incrementáronse un 1,62%, e as persoas xurídicas fixérono nun 100%.","Destaca a existencia nos concellos de Carballo, Corcubión e Malpica de 3 sociedades anónimas (unha en cada un dos concellos mencionados) no 2007, condición moi pouco habitual neste sector.","ESTABLECEMENTOS TURÍSTICOS As cifras do sector amósannos unha tendencia33 positiva da actividade empresarial turística, que se mostra de forma específica na evolución dos datos dende o 2000 ata o 2007.",gl_cc-100
